"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSMUSG00000039748",123.140879886055,-2.01075641612121,0.488678941424214,-4.11467785016687,3.87720521252172e-05,0.000179501622622807
"ENSMUSG00000026235",49.8878314665504,5.40476875050704,1.05333260968394,5.13111309838664,2.880337692661e-07,1.91637618396149e-06
"ENSMUSG00000101567",19.0643413037571,-2.97286151031821,0.84156493562795,-3.53253965851126,0.000411588486750206,0.00157520307468889
"ENSMUSG00000026482",1016.05190397371,-1.68289623211377,0.169590734183613,-9.92327935965963,3.29740650825999e-23,1.02257844872779e-21
"ENSMUSG00000056870",10.392214852321,3.62258545031433,1.08925339501087,3.32575089222299,0.000881806992901363,0.00313035628915346
"ENSMUSG00000032883",150.641367099172,2.21459450389547,0.295913841663682,7.48391657329923,7.2139759641956e-14,1.03274438773568e-12
"ENSMUSG00000026494",9.72832966491901,5.97664824910805,1.6185301606233,3.69263940488228,0.000221938610222113,0.000893584181863
"ENSMUSG00000079470",106.162896687821,1.60138999036526,0.310189752193484,5.16261410649819,2.43524835141049e-07,1.63882135281581e-06
"ENSMUSG00000054702",430.441962415036,1.11434231100887,0.245100167284457,4.54647715403471,5.45512881978413e-06,2.96418738318358e-05
"ENSMUSG00000026043",411.636941167643,6.28372626635206,0.793912468868823,7.91488547258264,2.47480798686044e-15,4.07919549341072e-14
"ENSMUSG00000026042",60.2346066214553,4.89529101130486,0.883558394158623,5.54042725830979,3.01734556887927e-08,2.31029020410689e-07
"ENSMUSG00000025916",9.52676096014614,-4.78914122090407,1.58438893996336,-3.02270553656782,0.00250525888793359,0.00794322202083291
"ENSMUSG00000042751",29.7963507124686,2.09570902451597,0.55126836500811,3.80161307548481,0.000143757104178317,0.000599257701723749
"ENSMUSG00000026479",103.165310500639,4.97034670827442,0.786982536854332,6.31570139807869,2.68938890101632e-10,2.66009633797607e-09
"ENSMUSG00000042684",75.1820758037549,-1.94729806428764,0.521378343303983,-3.73490400837821,0.000187786801287588,0.000763488659061634
"ENSMUSG00000100213",62.2331833945938,3.56949249085489,0.469282487448282,7.60627678706691,2.82104793570883e-14,4.21144656159013e-13
"ENSMUSG00000081185",4.99882284634808,2.69333925397851,1.01818792674624,2.64522804015704,0.00816358802714561,0.0226802985307388
"ENSMUSG00000026109",13.055197228306,3.59929948279239,1.01019281106781,3.56298267356287,0.00036666488889644,0.00141907213755112
"ENSMUSG00000026475",57.8438081063329,-2.80809771562785,0.689845291478115,-4.07061952921504,4.68882752231412e-05,0.000213543971091009
"ENSMUSG00000067851",3845.63717186134,-1.18589075880285,0.173687665343944,-6.82772007128138,8.62747200652908e-12,1.00591140424962e-10
"ENSMUSG00000026107",2439.66239488992,-1.34823853469728,0.428756178551319,-3.14453435808833,0.00166351376063322,0.00553316636484291
"ENSMUSG00000087008",14.3548365843267,1.89188807294455,0.777901731571938,2.43203993018698,0.0150140520170517,0.0383885637261313
"ENSMUSG00000048960",52.0789567259783,5.27528640708474,0.873796015184308,6.03720584142516,1.5680564872172e-09,1.41648946564872e-08
"ENSMUSG00000067158",109.50579163906,11.3776491021532,1.14560966315869,9.93152333473045,3.03581715869111e-23,9.43888112711905e-22
"ENSMUSG00000033722",13.789383151657,3.08700595201028,1.27030288181075,2.43013378636906,0.0150932503516814,0.0385746675566284
"ENSMUSG00000018417",134.327771637649,4.0614413063049,0.654105148598427,6.20915660885331,5.3269715613417e-10,5.09918737564392e-09
"ENSMUSG00000033684",6731.30905563584,-1.38950309132247,0.288892497068568,-4.80975831986622,1.51112892637835e-06,8.9790907687148e-06
"ENSMUSG00000016918",110.865562156754,6.12349204662755,0.827840816672953,7.39694386082282,1.39354428225521e-13,1.93400479541358e-12
"ENSMUSG00000026489",576.836047008588,3.32156851069607,0.313630263263905,10.5907142892685,3.2907114788655e-26,1.26503149742649e-24
"ENSMUSG00000025938",40.3799220748278,3.07642167308843,0.620331951706385,4.95931519346364,7.07421090060602e-07,4.41496071895964e-06
"ENSMUSG00000010609",1639.81594696475,-1.32405324259541,0.162546581107394,-8.14568496965565,3.7714084538322e-16,6.76800480547888e-15
"ENSMUSG00000053963",20.4288766763914,2.44247950211101,0.544263122168174,4.48768142214181,7.20024899946057e-06,3.82081570390339e-05
"ENSMUSG00000045658",1363.0599584157,-1.40774031427507,0.323047784988172,-4.3576844655555,1.31445700873907e-05,6.65665149732863e-05
"ENSMUSG00000037035",17.1369119510884,2.61274472684559,1.09043461175217,2.39605813928383,0.0165724614001936,0.0416997368878772
"ENSMUSG00000004451",1256.41575991502,-1.26847699610365,0.136289093897674,-9.30725239875778,1.31181878998292e-20,3.33005476592182e-19
"ENSMUSG00000104170",3.18846548394068,-4.65257065609959,1.68073292627449,-2.76817963363903,0.00563703760413239,0.0163125673332667
"ENSMUSG00000026496",2351.0758013241,1.08795359435114,0.32737370903978,3.32327723427217,0.000889664486050236,0.00315499202133789
"ENSMUSG00000104503",5.24132024649146,-5.26251937065331,1.84569895155547,-2.8512338733347,0.00435499245276908,0.0129980024030619
"ENSMUSG00000026104",2258.66391297425,-1.63387349639628,0.199918956822049,-8.17267918144761,3.01615260283743e-16,5.46892488548034e-15
"ENSMUSG00000026383",46.1253063475656,3.90522302150346,0.646355284068666,6.04191397171062,1.52296668167384e-09,1.37782681182259e-08
"ENSMUSG00000060743",22143.7905761811,2.52906918876686,0.237972019326391,10.6275905710499,2.21767864222028e-26,8.62171834006963e-25
"ENSMUSG00000101279",84.4279938685763,-1.46981515632242,0.271851673114384,-5.40668056033625,6.42035005900503e-08,4.67349437900653e-07
"ENSMUSG00000025932",67.2579514366594,2.6129624243791,0.427027451613428,6.11895655538445,9.41900772494797e-10,8.74155113385549e-09
"ENSMUSG00000089844",108.720776987006,-1.50338315195996,0.358989766643831,-4.18781617653054,2.81651492303697e-05,0.000133739999255889
"ENSMUSG00000038793",21.1036196372821,2.3190747543576,0.945262282099426,2.45336643413608,0.0141526087112301,0.0364922885069916
"ENSMUSG00000026384",610.200753281911,1.04371296419604,0.247778205283289,4.21228720662799,2.52797826776798e-05,0.000121138584256942
"ENSMUSG00000038776",1014.50777043975,4.6784342746625,0.161319663317877,29.0010168533748,6.38815330813698e-185,1.53730909360316e-180
"ENSMUSG00000050777",100.488932288651,1.5504937315465,0.392046167103487,3.95487537348433,7.65745574730071e-05,0.000334865841466094
"ENSMUSG00000062169",940.544432616907,-1.4743662997628,0.193857401404816,-7.60541660560074,2.83987579806689e-14,4.23430056260717e-13
